,val_updated,date_,event_type
316,2018-10-09 21:31:36.140425+00:00,2018-10-09 21:31:36.140424+00:00,7
317,2018-10-09 21:31:40.973681+00:00,2018-10-09 21:31:40.973680+00:00,5
318,2018-10-09 21:32:43.786171+00:00,2018-10-09 21:32:43.786171+00:00,5
319,2018-10-09 21:33:53.734770+00:00,2018-10-09 21:33:53.734769+00:00,5
320,2018-10-09 21:33:53.747353+00:00,2018-10-09 21:33:53.747352+00:00,5
321,2018-10-09 21:35:38.133203+00:00,2018-10-09 21:35:38.133203+00:00,1
322,2018-10-09 21:36:04.765704+00:00,2018-10-09 21:36:04.765703+00:00,5
323,2018-10-09 21:36:32.688292+00:00,2018-10-09 21:36:32.688292+00:00,1
324,2018-10-09 21:41:40.875333+00:00,2018-10-09 21:41:40.875333+00:00,5
325,2018-10-09 21:41:40.882145+00:00,2018-10-09 21:41:40.882145+00:00,5
326,2018-10-09 21:41:40.996031+00:00,2018-10-09 21:41:40.996030+00:00,7
327,2018-10-09 21:47:46.496878+00:00,2018-10-09 21:47:46.496878+00:00,1
328,2018-10-09 21:47:47.031433+00:00,2018-10-09 21:47:47.031433+00:00,5
329,2018-10-09 21:47:47.045802+00:00,2018-10-09 21:47:47.045801+00:00,5
330,2018-10-09 21:48:41.524713+00:00,2018-10-09 21:48:41.524713+00:00,5
331,2018-10-09 21:53:38.634235+00:00,2018-10-09 21:53:38.634235+00:00,7
332,2018-10-09 21:54:51.816979+00:00,2018-10-09 21:54:51.816979+00:00,5
333,2018-10-09 21:54:51.823270+00:00,2018-10-09 21:54:51.823270+00:00,5
334,2018-10-09 21:54:51.830964+00:00,2018-10-09 21:54:51.830963+00:00,5
335,2018-10-09 21:54:51.837498+00:00,2018-10-09 21:54:51.837498+00:00,5
336,2018-10-09 21:55:44.839291+00:00,2018-10-09 21:55:44.839290+00:00,5
337,2018-10-09 21:56:38.865070+00:00,2018-10-09 21:56:38.865069+00:00,7
338,2018-10-09 21:58:35.901084+00:00,2018-10-09 21:58:35.901084+00:00,7
339,2018-10-09 16:26:02.148905+00:00,2018-10-09 21:58:35.988811+00:00,5
340,2018-10-04 15:40:11.607195+00:00,2018-10-09 21:59:45.056665+00:00,5
341,2018-10-09 16:23:38.606188+00:00,2018-10-09 22:00:02.074419+00:00,7
342,2018-10-09 22:01:51.846251+00:00,2018-10-09 22:01:51.846250+00:00,5
343,2018-10-09 22:03:44.920547+00:00,2018-10-09 22:03:44.920547+00:00,5
344,2018-10-09 22:03:44.929552+00:00,2018-10-09 22:03:44.929551+00:00,5
345,2018-10-09 22:03:44.938353+00:00,2018-10-09 22:03:44.938352+00:00,5
346,2018-10-09 22:03:44.947521+00:00,2018-10-09 22:03:44.947520+00:00,5
347,2018-10-09 22:03:44.958770+00:00,2018-10-09 22:03:44.958770+00:00,5
348,2018-10-09 22:03:44.968890+00:00,2018-10-09 22:03:44.968889+00:00,5
349,2018-10-09 22:09:26.736371+00:00,2018-10-09 22:09:26.736371+00:00,1
350,2018-10-09 22:09:37.340454+00:00,2018-10-09 22:09:37.340453+00:00,5
351,2018-10-09 22:09:37.347119+00:00,2018-10-09 22:09:37.347119+00:00,5
352,2018-10-09 22:09:37.353540+00:00,2018-10-09 22:09:37.353540+00:00,5
353,2018-10-09 22:10:28.764037+00:00,2018-10-09 22:10:28.764037+00:00,1
354,2018-10-09 22:10:28.765495+00:00,2018-10-09 22:10:28.765494+00:00,1
355,2018-10-09 22:10:29.828350+00:00,2018-10-09 22:10:29.828349+00:00,5
356,2018-10-09 22:10:29.835994+00:00,2018-10-09 22:10:29.835993+00:00,5
357,2018-10-09 22:10:59.785352+00:00,2018-10-09 22:10:59.785351+00:00,7
358,2018-10-09 22:12:30.649281+00:00,2018-10-09 22:12:30.649280+00:00,1
359,2018-10-09 22:12:30.650415+00:00,2018-10-09 22:12:30.650415+00:00,1
360,2018-10-09 22:12:30.651576+00:00,2018-10-09 22:12:30.651575+00:00,1
361,2018-10-09 22:12:30.652638+00:00,2018-10-09 22:12:30.652637+00:00,1
362,2018-10-09 22:12:35.431827+00:00,2018-10-09 22:12:35.431826+00:00,7
363,2018-10-09 22:13:36.658453+00:00,2018-10-09 22:13:36.658453+00:00,7
364,2018-10-09 22:14:26.592699+00:00,2018-10-09 22:14:26.592699+00:00,1
365,2018-10-09 22:14:26.594292+00:00,2018-10-09 22:14:26.594292+00:00,1
366,2018-10-09 22:14:26.595171+00:00,2018-10-09 22:14:26.595171+00:00,1
367,2018-10-09 22:16:09.610968+00:00,2018-10-09 22:16:09.610968+00:00,5
368,2018-10-09 22:16:09.618495+00:00,2018-10-09 22:16:09.618495+00:00,5
369,2018-10-09 22:16:09.625120+00:00,2018-10-09 22:16:09.625119+00:00,5
370,2018-10-09 22:16:09.633550+00:00,2018-10-09 22:16:09.633550+00:00,5
371,2018-10-09 22:16:31.748593+00:00,2018-10-09 22:16:31.748592+00:00,1
372,2018-10-09 22:16:31.751005+00:00,2018-10-09 22:16:31.751005+00:00,1
373,2018-10-09 22:16:31.751930+00:00,2018-10-09 22:16:31.751930+00:00,1
374,2018-10-09 22:16:31.752891+00:00,2018-10-09 22:16:31.752891+00:00,1
375,2018-10-09 22:17:40.287202+00:00,2018-10-09 22:17:40.287201+00:00,7
376,2018-10-09 22:19:39.999511+00:00,2018-10-09 22:19:39.999510+00:00,7
377,2018-10-09 22:19:40.056384+00:00,2018-10-09 22:19:40.056383+00:00,7
378,2018-10-09 22:21:05.769105+00:00,2018-10-09 22:21:05.769105+00:00,5
379,2018-10-09 22:23:37.971394+00:00,2018-10-09 22:23:37.971394+00:00,5
380,2018-10-09 22:23:37.979126+00:00,2018-10-09 22:23:37.979126+00:00,5
381,2018-10-09 22:24:16.789484+00:00,2018-10-09 22:24:16.789483+00:00,1
382,2018-10-09 22:24:16.790908+00:00,2018-10-09 22:24:16.790907+00:00,1
383,2018-10-09 22:24:16.792082+00:00,2018-10-09 22:24:16.792081+00:00,1
384,2018-10-09 22:25:49.315382+00:00,2018-10-09 22:25:49.315382+00:00,7
385,2018-10-09 22:26:26.077280+00:00,2018-10-09 22:26:26.077280+00:00,1
386,2018-10-09 22:26:26.078432+00:00,2018-10-09 22:26:26.078432+00:00,1
387,2018-10-09 22:26:26.080985+00:00,2018-10-09 22:26:26.080985+00:00,1
388,2018-10-09 22:27:41.676564+00:00,2018-10-09 22:27:41.676563+00:00,1
389,2018-10-09 22:30:11.256587+00:00,2018-10-09 22:30:11.256586+00:00,1
390,2018-10-09 22:30:42.376152+00:00,2018-10-09 22:30:42.376152+00:00,7
391,2018-10-09 22:31:26.008703+00:00,2018-10-09 22:31:26.008702+00:00,5
392,2018-10-09 22:31:26.016387+00:00,2018-10-09 22:31:26.016387+00:00,5
393,2018-10-09 22:31:26.023955+00:00,2018-10-09 22:31:26.023955+00:00,5
394,2018-10-09 22:34:10.141088+00:00,2018-10-09 22:34:10.141087+00:00,1
395,2018-10-09 22:35:39.796146+00:00,2018-10-09 22:35:39.796145+00:00,7
396,2018-10-09 22:36:16.349133+00:00,2018-10-09 22:36:16.349133+00:00,5
397,2018-10-09 22:36:16.355759+00:00,2018-10-09 22:36:16.355758+00:00,5
398,2018-10-09 22:37:12.360744+00:00,2018-10-09 22:37:12.360744+00:00,5
399,2018-10-09 22:37:12.367542+00:00,2018-10-09 22:37:12.367542+00:00,5
400,2018-10-09 22:37:12.388417+00:00,2018-10-09 22:37:12.388417+00:00,5
401,2018-10-09 22:37:12.394643+00:00,2018-10-09 22:37:12.394643+00:00,5
402,2018-10-09 22:37:12.400561+00:00,2018-10-09 22:37:12.400560+00:00,5
403,2018-10-09 22:37:12.406603+00:00,2018-10-09 22:37:12.406603+00:00,5
404,2018-10-09 17:58:38.855190+00:00,2018-10-09 22:41:39.466464+00:00,7
405,2018-10-09 22:42:42.541730+00:00,2018-10-09 22:42:42.541729+00:00,7
406,2018-10-09 20:08:03.497861+00:00,2018-10-09 22:44:44.493495+00:00,5
407,2018-10-09 22:45:10.137542+00:00,2018-10-09 22:45:10.137541+00:00,5
408,2018-10-09 22:45:10.149212+00:00,2018-10-09 22:45:10.149211+00:00,5
409,2018-10-09 22:45:10.162983+00:00,2018-10-09 22:45:10.162983+00:00,5
410,2018-10-08 22:20:58.652262+00:00,2018-10-09 22:46:00.235567+00:00,5
411,2018-10-09 22:48:38.321090+00:00,2018-10-09 22:48:38.321090+00:00,7
412,2018-10-09 22:49:40.702912+00:00,2018-10-09 22:49:40.702912+00:00,7
413,2018-10-09 22:51:29.796111+00:00,2018-10-09 22:51:29.796111+00:00,1
414,2018-10-09 22:51:52.978785+00:00,2018-10-09 22:51:52.978784+00:00,5
415,2018-10-09 22:51:52.986393+00:00,2018-10-09 22:51:52.986393+00:00,5
416,2018-10-09 22:51:52.993447+00:00,2018-10-09 22:51:52.993447+00:00,5
417,2018-10-09 22:51:53.002433+00:00,2018-10-09 22:51:53.002432+00:00,5
418,2018-10-09 22:52:10.126946+00:00,2018-10-09 22:52:10.126946+00:00,5
419,2018-10-09 22:53:35.778217+00:00,2018-10-09 22:53:35.778217+00:00,7
420,2018-10-09 22:56:08.515071+00:00,2018-10-09 22:56:08.515071+00:00,5
421,2018-10-09 22:58:16.318909+00:00,2018-10-09 22:58:16.318908+00:00,5
422,2018-10-09 22:58:16.331046+00:00,2018-10-09 22:58:16.331046+00:00,5
423,2018-10-09 22:58:16.341653+00:00,2018-10-09 22:58:16.341653+00:00,5
424,2018-10-09 22:59:09.921280+00:00,2018-10-09 22:59:09.921279+00:00,5
